Sales Doc;Item;Material;Material entered;Matl Group;Description;ItCa;DlI;BilRl;Rj;Product hierarchy;UoM;Conversion factor;BUn;POitem;Customer Material Number;Usage;Overdel Tol;Underdel Tol;Dv;BusA;Prb;Net value;Curr;Order Quantity;Required deliv qty;Cumul confirmed qty;SU;Gross weight;Net weight;WUn;U;ComRl;DPrio;Plnt;ShPt;Route;Created on;Created by;Time;BOM key dt;Net price;per;UoM;Ret;AAG;OK;Cost;Value of invgross;Value w/o freight;Value of all bills;Freight cost;Subtotal 5;Bonus paid;Chngd on;Profit Ctr;MG 2;MG 3;MG 4;MG 5;Reasn;S;Credit price;Credit active;Exch rate;MPr;PrCat;Cost Est No;Costing Variant;Tax amount;Distance;Dis;Order Reason;Supplying plant;Minimum Quantity;Maximum Quantity;Max load size;Min load size;First Load
3405026;1410;000000000003093750;000000000069533133;024235;it's dad good many a who red suspense;vm75;;A;;829713738025;KG;1;KG;001410;in to my out magnetic to text secretly;B0B;2;2;60;3402;100;86.884,65;US;434,800;434,800;434,800;KG;434,800;434,800;KG;;;3;3402;3402;GB1576;2128-03-05;Gordon.Willie;01:00:00;;88,52;1;KG;;24;;31574.29;7.105,43;3.233,65;6,93;86.884,65;23.160,59;14.705,80;2242-05-03;0743970703;;B54;;B28;;;164,59;X;1;A;Y;0;;17.376,93;13,039;MI;02;;27,250;9,757;2,269;0,123;2128-03-07
3405026;1420;000000000003093750;000000000069533133;024235;it's dad good many a who red suspense;vm75;;;;699198755251;MIN;1;MIN;001420;in to my out magnetic to text secretly;B0B;-2;-2;30;3402;100;86.884,65;GBP;589,800;589,800;589,800;MIN;0,590;0,590;KG;X;;3;3402;3402;GB6562;2128-12-31;Gordon.Willie;01:00:00;;156,21;60;MIN;;24;;31221.92;7.039,90;4.957,53;6,94;86.884,65;32.904,98;14.745,80;2241-11-04;0467822066;B45;;;B40;;;-5,98;X;1;;Y;101661014;PPC4;17.376,93;3,093;MI;01;;19,044;7,514;7,785;0,803;2128-01-04
3405027;1430;000000000003093750;000000000069533133;024235;it's dad good many a who red suspense;vm75;;;;699198755251;MIN;1;MIN;001430;in to my out magnetic to text secretly;B0B;3;3;0;9744;100;86.983,87;EUR;241,400;241,400;241,400;MIN;0,241;0,241;KG;;;3;9744;9744;GB9798;2128-02-24;Gordon.Willie;01:00:00;;-60,37;60;MIN;;15;;24980.01;6.284,27;3.038,62;6,86;86.983,87;21.885,17;13.396,97;2242-03-30;0467822066;;;;B53;;;-40,95;X;1;;;116091479;PPC4;17.396,77;6,174;MI;01;;22,342;17,895;6,418;0,833;2128-02-27
3405027;1440;000000000003093750;000000000069533133;024235;it's dad good many a who red suspense;vm75;X;C;;699198755251;M3;1;M3;001440;in to my out magnetic to text secretly;B55;0;0;30;9994;100;86.983,87;US;397,700;397,700;397,700;M3;914,710;914,710;TO;X;;3;9994;9994;GB0196;2128-02-17;Gordon.Willie;01:00:00;;-96,48;1;M3;;60;;24613.53;7.065,16;3.589,72;6,91;86.983,87;27.521,05;14.432,26;2242-02-21;0779976370;;B63;;B53;;;72,18;X;1;A;I;0;;17.396,77;12,151;KM;01;;11,234;17,726;3,432;0,450;2128-02-21
3405027;1450;000000000003093750;000000000069533133;024235;it's dad good many a who red suspense;vm75;;C;;699198755251;TO;1;TO;001450;in to my out magnetic to text secretly;B0B;2;2;60;6796;100;86.983,87;US;513,600;513,600;513,600;TO;513.600,000;513.600,000;KG;;B;3;6796;6796;GB4217;2128-01-31;Stone.Beverly;01:00:00;;39,40;1;TO;;60;;33110.56;6.178,16;3.206,41;6,87;86.983,87;26.573,81;14.116,94;2241-12-13;0779976370;;B63;;B46;;E;-65,47;X;1;A;F;0;;17.396,77;15,767;MI;03;;19,143;18,058;7,005;0,688;2128-02-01
3405027;1460;000000000003093750;000000000069533133;024235;it's dad good many a who red suspense;vm75;;A;;699198755251;M3;1;M3;001460;in to my out magnetic to text secretly;B0B;1;1;30;5321;100;86.983,87;EUR;398,600;398,600;398,600;M3;916,780;916,780;TO;;;3;5321;5321;GB9472;2127-12-05;Stone.Beverly;01:00:00;;-71,06;1;M3;;51;;21848.27;6.634,81;3.817,13;6,88;86.983,87;30.790,16;13.917,55;2241-12-05;0215867472;;;;B46;;;-15,68;X;1;A;I;0;;17.396,77;0,732;MI;01;;20,577;19,010;9,417;0,596;2127-12-12
3405028;1470;000000000052406916;000000000065179124;010293;took light code world rescue smoke;tx68;;C;;847051070421;MIN;1;MIN;001470;;B0B;6;6;30;8799;30;102.116,76;GBP;287,900;287,900;287,900;MIN;0,000;0,000;TO;X;;3;8799;8799;GB9530;2128-04-09;Haney.Marcus;01:00:00;;147,21;60;MIN;;23;;33003.18;7.572,59;2.720,15;6,90;102.116,76;35.024,08;12.957,71;2242-03-28;0215867472;;;;B46;;;84,76;X;1;A;I;0;;20.423,35;15,974;MI;01;;30,928;22,851;9,296;0,670;2128-04-10
3405028;1480;000000000052406916;000000000065179124;010293;took light code world rescue smoke;tx68;;C;;847051070421;M3;1;M3;001480;;B0B;1;1;30;3252;30;102.116,76;GBP;385,500;385,500;385,500;M3;0,386;0,386;KG;;;3;3252;3252;GB0613;2128-02-03;Haney.Marcus;01:00:00;;-115,20;1;M3;;61;;29476.9;6.147,66;3.326,28;6,89;102.116,76;29.330,19;15.202,14;2242-03-10;0215867472;;B57;;B46;;;225,44;X;1;A;U;0;;20.423,35;18,733;MI;01;;21,034;11,105;6,894;0,016;2128-02-09
3405028;1490;000000000052406916;000000000065179124;010293;took light code world rescue smoke;tx68;;;;577110771927;MIN;1;MIN;001490;;B0B;0;0;80;6703;30;102.116,76;US;357,200;357,200;357,200;MIN;0,357;0,357;KG;;B;3;6703;6703;GB0147;2128-03-13;Haney.Marcus;01:00:00;;-8,34;60;MIN;;47;;25877.49;5.897,35;3.022,88;6,90;102.116,76;28.571,33;13.781,34;2242-03-17;0215867472;;B57;;B76;;;58,83;X;1;;Y;117894123;PPC4;20.423,35;9,629;MI;01;;7,285;23,049;9,833;0,541;2128-03-17
3405028;1500;000000000052406916;000000000065179124;010293;took light code world rescue smoke;tx68;X;;;577110771927;KG;1;KG;001500;;B0B;2;2;60;6703;30;102.116,76;GBP;394,900;394,900;394,900;KG;0,395;0,395;TO;;B;3;6703;6703;GB0121;2128-12-30;Haney.Marcus;01:00:00;;25,36;1;KG;;47;;23959.42;5.881,10;3.491,69;6,97;102.116,76;33.729,89;12.797,23;2242-02-01;0419684874;;B57;;B01;;;97,40;X;1;;Y;0;;20.423,35;16,815;KM;02;;16,685;25,573;10,423;0,526;2128-01-02
3405029;1510;000000000076765589;000000000077090656;038164;window sits are as caves this suspense;sp80;;A;id;577110771927;TO;1;TO;001510;else window ball do smoke is interest;B0B;6;6;10;6703;100;166.762,36;GBP;364,400;364,400;364,400;TO;364.400,000;364.400,000;KG;X;;3;6703;6703;GB6873;2128-02-13;Haney.Marcus;01:00:00;;-11,00;1;TO;;54;;24151.08;7.580,57;2.634,25;6,96;166.762,36;34.832,32;14.070,72;2242-02-23;0190767009;;B56;;B95;;;102,27;X;1;A;Y;0;;33.352,47;1,553;MI;01;;11,474;10,188;4,400;0,333;2128-02-18
3405029;1520;000000000076765589;000000000077090656;038164;window sits are as caves this suspense;sp80;;;ya;577110771927;KG;1;KG;001520;else window ball do smoke is interest;B0B;-2;-2;10;4656;100;166.762,36;US;357,600;357,600;357,600;KG;0,358;0,358;TO;;B;3;4656;4656;GB0147;2128-01-28;Haney.Marcus;01:00:00;;-52,76;1;KG;;54;;32374.71;4.882,01;3.830,11;6,87;166.762,36;35.151,93;14.298,21;2241-11-23;0984318019;;;;B95;;;71,96;X;1;;N;105116393;PPC4;33.352,47;12,033;MI;03;;30,627;23,955;10,398;0,779;2128-01-30
3405029;1530;000000000076765589;000000000077090656;038164;window sits are as caves this suspense;sp80;;C;;577110771927;TO;1;TO;001530;else window ball do smoke is interest;B0B;1;1;80;7537;100;166.762,36;US;587,600;587,600;587,600;TO;587.600,000;587.600,000;KG;X;;3;7537;7537;GB2149;2128-01-31;Haney.Marcus;01:00:00;;79,89;1;TO;;95;;34871.5;7.077,59;3.788,02;6,91;166.762,36;35.456,98;13.390,48;2242-02-14;0720616758;;;;B95;;;-46,30;X;1;A;N;0;;33.352,47;13,203;MI;02;;22,725;18,733;3,705;0,898;2128-02-03
3405029;1540;000000000076765589;000000000077090656;038164;window sits are as caves this suspense;sp80;;;;577110771927;TO;1;TO;001540;else window ball do smoke is interest;B0B;7;7;60;7537;100;166.762,36;EUR;363,400;363,400;363,400;TO;363,400;363,400;TO;;;3;7537;7537;GB3434;2128-02-02;Haney.Marcus;01:00:00;;-177,33;1;TO;;95;;34423.22;6.763,93;3.887,00;6,94;166.762,36;27.726,03;14.047,68;2242-01-28;0372475160;;;;B05;;;52,09;X;1;A;N;0;;33.352,47;11,592;MI;01;;19,606;16,025;7,704;0,536;2128-02-04
3405029;1550;000000000076765589;000000000077090656;038164;window sits are as caves this suspense;sp80;;;;005145626125;TO;1;TO;001550;else window ball do smoke is interest;B0B;3;3;80;2065;100;166.762,36;GBP;418,100;418,100;418,100;TO;418,100;418,100;TO;;B;3;2065;2065;GB4186;2128-01-13;Haney.Marcus;01:00:00;;23,22;1;TO;;82;;27796.88;6.890,84;3.365,73;6,91;166.762,36;28.268,19;14.695,31;2242-01-14;0372475160;;;;B76;;;214,88;X;1;A;N;0;;33.352,47;16,627;KM;01;;15,216;18,434;12,217;0,587;2128-01-13
3405029;1560;000000000050958902;000000000067271819;084720;they they boon speed pique is ill;up13;;A;;005145626125;KG;1;KG;001560;;B0B;0;0;40;2065;100;166.762,36;GBP;333,900;333,900;333,900;KG;0,334;0,334;TO;X;;3;2065;2065;GB0196;2128-03-13;Haney.Marcus;01:00:00;;30,10;1;KG;;39;;31492.13;6.952,96;4.461,88;6,92;166.762,36;36.010,40;12.311,89;2242-02-08;0079378463;;;;B76;;;-72,33;X;1;;N;113856371;PPC4;33.352,47;7,885;KM;01;;19,646;18,212;10,710;0,571;2128-03-20
3405029;1570;000000000050958902;000000000067271819;084720;they they boon speed pique is ill;up13;;C;;252112675728;MIN;1;MIN;001570;;B0B;-4;-4;40;2065;100;166.762,36;US;344,100;344,100;344,100;MIN;0,000;0,000;TO;X;;3;2065;2065;GB4217;2128-03-08;Haney.Marcus;01:00:00;;-112,36;60;MIN;;39;;27402.14;6.117,85;4.188,66;6,93;166.762,36;38.103,73;15.078,88;2242-04-08;0741214497;;;B82;B76;;;113,31;X;1;;Y;115745324;PPC4;33.352,47;9,953;KM;01;;23,348;18,028;6,965;0,198;2128-03-12
3405029;1580;000000000078498082;000000000066641487;067630;end we it cold from where what;xo94;;C;;252112675728;TO;1;TO;001580;;B0B;3;3;40;6404;100;166.762,36;GBP;413,300;413,300;413,300;TO;413,300;413,300;TO;;;3;6404;6404;GB1329;2128-02-03;Barrett.Courtney;01:00:00;;37,01;1;TO;;39;;30350.62;6.973,46;3.923,16;6,92;166.762,36;27.809,14;16.128,16;2242-02-08;0010912463;;;B82;B76;;;64,56;X;1;A;;118342895;PPC4;33.352,47;14,255;MI;03;;20,050;22,013;8,130;0,193;2128-02-10
3405029;1590;000000000026851855;000000000077835630;025262;found came what assert of with;lv74;;C;;542931650349;TO;1;TO;001590;as it when banging wicket they;B0B;3;3;20;2094;100;166.762,36;US;394,200;394,200;394,200;TO;394,200;394,200;TO;X;;3;2094;2094;GB3123;2128-03-09;Barrett.Courtney;01:00:00;;42,33;1;TO;;15;;32389.43;6.443,38;4.107,27;6,91;166.762,36;23.377,69;15.443,95;2242-02-06;0465085671;;;;B10;;;-65,31;X;1;A;;102854027;PPC4;33.352,47;18,973;MI;02;;14,993;15,216;5,009;0,503;2128-03-11
3405030;1600;000000000026958088;;065329;no died good from assert keys find;tc90;;C;;542931650349;M3;1;M3;001600;they many island sits room smoke;B0B;3;3;60;8671;50;100.562,74;EUR;362,600;362,600;362,600;M3;833,980;833,980;TO;X;;3;8671;8671;GB1816;2128-02-01;Barrett.Courtney;01:00:00;;84,59;1;M3;;52;;25358.97;6.682,61;3.862,71;6,90;100.562,74;30.294,20;13.741,68;2242-02-17;0518971956;B91;;;B10;;;110,09;X;1;;;0;;20.112,55;7,821;KM;02;;17,384;22,947;6,326;0,020;2128-02-08
3405030;1610;000000000033478700;000000000064644350;021764;was hid in crash computer wrong;vu79;;C;;137087992193;KG;1;KG;001610;rabbit good hot light crash want;B0B;3;3;70;8671;50;100.562,74;US;466,600;466,600;466,600;KG;0,467;0,467;TO;X;;3;8671;8671;GB4945;2128-02-03;Barrett.Courtney;01:00:00;;5,69;1;KG;;90;;31997.9;7.038,43;3.152,50;6,94;100.562,74;24.569,22;13.634,32;2242-01-29;0518971956;B13;;;B03;;;-66,16;X;1;A;J;0;;20.112,55;14,672;MI;03;;22,055;13,869;8,178;0,633;2128-02-08
3405030;1620;000000000033478700;000000000064644350;021764;was hid in crash computer wrong;vu79;;A;;137087992193;KG;1;KG;001620;rabbit good hot light crash want;B0B;-2;-2;70;8671;50;100.562,74;EUR;384,100;384,100;384,100;KG;384,100;384,100;KG;;;3;8671;8671;GB9619;2128-01-29;Barrett.Courtney;01:00:00;;48,66;1;KG;;67;;28288.89;7.625,19;3.135,07;6,99;100.562,74;35.895,72;14.587,63;2242-02-20;0094627019;B13;;;B03;;;15,08;X;1;;L;0;;20.112,55;18,845;MI;01;;17,632;14,552;8,202;0,803;2128-02-03
3405030;1630;000000000078131302;000000000066259271;083989;who others in or maybe we computer;ii68;;;wr;137087992193;M3;1;M3;001630;ends it's warp text interest on;B0B;0;0;30;7284;50;100.562,74;US;418,600;418,600;418,600;M3;962,780;962,780;TO;;;3;7284;7284;GB2571;2127-12-14;Barrett.Courtney;01:00:00;;48,59;1;M3;;48;;36316.16;5.575,05;4.116,85;6,95;100.562,74;26.542,14;13.251,78;2241-11-20;0621701267;;B75;;B03;;;154,95;X;1;;X;101007920;PPC4;20.112,55;3,821;MI;01;;27,490;21,730;6,063;0,274;2127-12-23
3405030;1640;000000000042461115;000000000069896096;037056;web about a with caves web hatch;gk53;;A;;137087992193;MIN;1;MIN;001640;in man came open have when while;B0B;0;0;20;4308;50;100.562,74;GBP;407,000;407,000;407,000;MIN;0,000;0,000;TO;;;3;4308;4308;GB7477;2128-01-28;Rosa.Julia;01:00:00;;-46,29;60;MIN;;14;;22571.49;7.210,96;4.580,09;6,92;100.562,74;33.472,28;16.197,02;2241-12-30;0223467074;B00;;;B03;;;153,52;X;1;A;G;113033979;PPC4;20.112,55;9,818;KM;01;;10,679;19,015;7,241;-0,166;2128-02-04
3405031;1650;000000000063562756;;023890;caves to lock pull on to to leader;bv58;;C;;137087992193;TO;1;TO;001650;man shepherd to numbers generated;B0B;4;4;50;2961;100;75.447,45;US;431,800;431,800;431,800;TO;431.800,000;431.800,000;KG;;B;3;2961;2961;GB3434;2128-02-24;Rosa.Julia;01:00:00;;42,51;1;TO;;15;;27972.27;6.648,56;3.670,78;6,95;75.447,45;33.713,08;13.368,31;2242-02-13;0815532680;B62;;;B90;;;4,94;X;1;A;;113398282;PPC4;15.089,49;11,095;MI;01;;22,412;24,286;8,782;-0,037;2128-02-27
3405031;1660;000000000063562756;;023890;caves to lock pull on to to leader;bv58;;C;;511667889443;KG;1;KG;001660;man shepherd to numbers generated;B0B;4;4;40;2961;100;75.447,45;GBP;328,700;328,700;328,700;KG;328,700;328,700;KG;;;3;2961;2961;GB4338;2128-02-03;Bennett.Savannah;01:00:00;;200,18;1;KG;;92;;37181.52;7.593,88;4.071,76;6,89;75.447,45;28.593,99;13.692,40;2241-12-22;0374717676;;;;B26;;;79,31;X;1;A;T;0;;15.089,49;16,880;MI;01;;19,007;16,112;2,784;0,240;2128-02-10
3405031;1670;000000000066149870;000000000079582878;008265;interest trying discovered died;ss42;;C;;511667889443;MIN;1;MIN;001670;;B0B;5;5;50;4352;100;75.447,45;EUR;357,300;357,300;357,300;MIN;0,000;0,000;TO;X;;3;4352;4352;GB5320;2128-01-21;Bennett.Savannah;01:00:00;;140,24;60;MIN;;92;;38476.85;6.925,83;5.041,66;6,88;75.447,45;35.942,00;14.825,42;2242-02-10;0255862633;B26;;;B82;;;216,43;X;1;A;B;0;;15.089,49;16,574;KM;01;;31,376;25,398;5,525;0,369;2128-01-21
3405031;1680;000000000066149870;000000000079582878;008265;interest trying discovered died;ss42;;A;;846725883623;MIN;1;MIN;001680;;B0B;-7;-7;50;7524;100;75.447,45;GBP;463,800;463,800;463,800;MIN;0,464;0,464;KG;;;3;7524;7524;GB2235;2128-01-31;Bennett.Savannah;01:00:00;;-48,57;60;MIN;;92;;27191.93;6.518,27;4.040,27;6,86;75.447,45;27.720,51;13.096,29;2242-01-08;0468263756;B26;;;B82;;;159,40;X;1;A;;0;;15.089,49;12,521;MI;01;;27,396;19,474;5,304;0,452;2128-01-31
3405031;1690;000000000012769341;000000000069356124;027257;good so much are hid should who;ua33;;;;280155180289;MIN;1;MIN;001690;;B0B;0;0;70;7524;100;75.447,45;GBP;304,900;304,900;304,900;MIN;0,000;0,000;TO;;;3;7524;7524;GB0942;2128-01-31;Bennett.Savannah;01:00:00;;191,61;60;MIN;;92;;29012.6;7.314,99;3.604,10;6,88;75.447,45;28.357,77;13.343,23;2242-02-16;0468263756;;B68;;B82;;;19,85;X;1;;;0;;15.089,49;19,199;MI;01;;17,032;22,682;6,748;0,201;2128-02-07
3405031;1700;000000000003424400;000000000075923581;009822;throw find room island on much;ot32;;C;;280155180289;MIN;1;MIN;001700;;B0B;7;7;60;5557;100;75.447,45;US;400,000;400,000;400,000;MIN;0,000;0,000;TO;;;3;5557;5557;GB1061;2128-01-12;Bennett.Savannah;01:00:00;;-102,63;60;MIN;;11;;33517.39;6.568,33;3.527,75;6,95;75.447,45;34.099,74;14.067,81;2242-01-13;0091651523;;B68;B24;B82;;;188,07;X;1;A;;0;;15.089,49;22,962;MI;02;;5,136;23,407;7,360;0,043;2128-01-14
3405031;1710;000000000021155450;;088012;in leader it visions of others;hc89;;;;280155180289;M3;1;M3;001710;enter lots warp in demanded always;B0B;0;0;30;3562;100;75.447,45;EUR;453,000;453,000;453,000;M3;0,453;0,453;KG;;;3;3562;3562;GB3355;2128-03-11;Bennett.Savannah;01:00:00;;38,20;1;M3;;17;;20693.28;5.194,76;4.538,76;6,88;75.447,45;24.238,68;15.217,99;2242-02-28;0678791711;;;B24;B64;;;228,36;X;1;A;S;102117950;PPC4;15.089,49;10,696;MI;02;;10,953;20,478;10,447;0,786;2128-03-11
3405032;1720;000000000021155450;;088012;in leader it visions of others;hc89;;;;280155180289;MIN;1;MIN;001720;enter lots warp in demanded always;B44;4;4;0;8628;0;100.736,17;US;383,900;383,900;383,900;MIN;0,000;0,000;TO;;;3;8628;8628;GB4945;2128-02-01;Bennett.Savannah;01:00:00;;136,00;60;MIN;;59;;32491.81;5.871,51;2.827,72;6,89;100.736,17;27.449,85;13.713,83;2242-02-01;0649836853;;B57;;B21;;;106,22;X;1;A;S;102071917;PPC4;20.147,23;16,711;MI;01;;22,764;27,946;3,696;0,622;2128-02-01
3405032;1730;000000000021155450;;088012;in leader it visions of others;hc89;;C;;209442244725;MIN;1;MIN;001730;enter lots warp in demanded always;B0B;-6;-6;0;8628;0;100.736,17;US;536,000;536,000;536,000;MIN;0,001;0,001;TO;X;B;3;8628;8628;GB7481;2128-03-13;Bennett.Savannah;01:00:00;;72,00;60;MIN;;68;;27768.23;6.163,09;2.967,07;6,89;100.736,17;29.256,79;15.249,38;2242-02-20;0901019446;B23;B57;;B21;;;205,02;X;1;;Z;0;;20.147,23;11,569;MI;01;;21,601;17,471;5,064;0,673;2128-03-13
3405032;1740;000000000021268826;000000000071331262;062789;what ghost web good cold sidekick;nf99;;;;194034812784;M3;1;M3;001740;;B0B;5;5;40;8628;0;100.736,17;EUR;374,000;374,000;374,000;M3;860,200;860,200;TO;X;;3;8628;8628;GB9688;2128-02-05;Bennett.Savannah;01:00:00;;189,44;1;M3;;42;;22487.15;6.811,85;3.524,31;6,91;100.736,17;25.947,75;13.976,29;2242-01-03;0875067411;;B57;;B64;;;126,74;X;1;A;;104870425;PPC4;20.147,23;17,502;MI;01;;19,885;15,600;11,314;0,059;2128-02-05
3405032;1750;000000000021268826;000000000071331262;062789;what ghost web good cold sidekick;nf99;;C;;194034812784;M3;1;M3;001750;;B0B;9;9;30;8628;0;100.736,17;EUR;385,700;385,700;385,700;M3;0,386;0,386;KG;;;3;8628;8628;GB5246;2128-01-30;Bennett.Savannah;01:00:00;;-32,67;1;M3;;23;;38761.81;5.252,86;4.650,36;6,93;100.736,17;26.790,96;14.113,28;2241-11-26;0425017602;;B57;;B28;;E;129,12;X;1;A;I;0;;20.147,23;2,696;MI;02;;16,491;23,233;4,542;0,908;2128-02-06
3405032;1760;000000000021268826;000000000071331262;062789;what ghost web good cold sidekick;nf99;X;C;;194034812784;M3;1;M3;001760;;B0B;6;6;40;2703;0;100.736,17;EUR;337,000;337,000;337,000;M3;775,100;775,100;TO;;B;3;2703;2703;GB6475;2128-02-03;Bennett.Savannah;01:00:00;;111,81;1;M3;;29;;25354.11;8.799,13;3.199,62;6,93;100.736,17;24.023,78;13.994,04;2242-02-05;0632346988;;;;B28;;;70,46;X;1;;I;0;;20.147,23;12,799;MI;03;;16,620;17,616;1,335;0,301;2128-02-07
3405032;1770;000000000044194002;;051640;sofa ends with many plane have;ve08;;C;;194034812784;TO;1;TO;001770;sill while interest to what are;B0B;7;7;40;2127;0;100.736,17;US;373,300;373,300;373,300;TO;373,300;373,300;TO;;;3;2127;2127;GB2990;2128-01-19;Bennett.Savannah;01:00:00;;104,61;1;TO;;72;;35355.76;6.966,21;3.521,55;6,86;100.736,17;32.496,42;13.794,20;2241-12-05;0632346988;;;;B19;;;166,31;X;1;A;O;0;;20.147,23;3,838;MI;03;;13,884;18,431;10,566;0,335;2128-01-20
3405032;1780;000000000015163120;000000000071137878;069518;sill ship to magnetic hold with;fg49;;C;;194034812784;KG;1;KG;001780;who warp open captain died discovered;B0B;1;1;20;6011;0;100.736,17;EUR;336,700;336,700;336,700;KG;336,700;336,700;KG;;;3;6011;6011;GB0556;2128-01-24;Ferguson.Crystal;01:00:00;;8,99;1;KG;;51;;26256.22;6.222,48;3.127,84;6,88;100.736,17;29.224,79;13.549,22;2242-03-03;0632346988;B44;;;B19;ZGB1;;176,53;X;1;A;O;109294045;PPC4;20.147,23;17,632;MI;01;;26,174;17,884;8,142;0,317;2128-01-25
3405032;1790;000000000007245411;000000000064462185;088534;hatch died captain sacrifice shepherd;gr19;;A;;320283244154;TO;1;TO;001790;do end until list came wrong to;B0B;-2;-2;20;7007;0;100.736,17;US;279,500;279,500;279,500;TO;279,500;279,500;TO;X;;3;7007;7007;GB4453;2127-12-04;Ferguson.Crystal;01:00:00;;-52,54;1;TO;;39;;36507.64;4.510,71;2.976,86;6,90;100.736,17;31.224,97;13.628,85;2241-11-27;0632346988;B44;;;B19;;;89,81;X;1;A;;0;;20.147,23;9,411;MI;02;;19,813;9,834;8,031;0,665;2127-12-04
3405032;1800;000000000064185726;000000000062369574;022168;secretly something wicket I numbers;zi29;;A;;320283244154;TO;1;TO;001800;others open it dreams on what wrong;B0B;9;9;50;5518;0;100.736,17;US;257,900;257,900;257,900;TO;257,900;257,900;TO;;;3;5518;5518;GB3604;2128-02-24;Ferguson.Crystal;01:00:00;;-24,93;1;TO;;17;;26032.06;7.080,59;4.178,58;6,90;100.736,17;12.272,51;14.096,29;2242-02-20;0901019446;B44;;;B19;;;78,47;X;1;;L;112011342;PPC4;20.147,23;23,582;MI;02;;20,215;21,204;4,806;0,538;2128-02-25
3405032;1810;000000000064185726;000000000062369574;022168;secretly something wicket I numbers;zi29;;C;;320283244154;KG;1;KG;001810;others open it dreams on what wrong;B0B;0;0;80;6939;0;100.736,17;US;260,000;260,000;260,000;KG;0,260;0,260;TO;X;;3;6939;6939;GB1061;2128-01-24;Hernandez.Doug;01:00:00;;99,30;1;KG;;17;;23725.86;5.074,82;3.877,31;6,90;100.736,17;24.101,74;14.498,10;2242-01-08;0425017602;;;;B19;;;-44,46;X;1;A;;0;;20.147,23;0,542;KM;01;;17,452;19,032;6,007;0,475;2128-02-02
3405033;1820;000000000064185726;000000000062369574;022168;secretly something wicket I numbers;zi29;;;;340796562417;MIN;1;MIN;001820;others open it dreams on what wrong;B0B;6;6;20;6939;100;133.102,84;US;427,700;427,700;427,700;MIN;0,428;0,428;KG;;;3;6939;6939;GB8308;2127-11-02;Hernandez.Doug;01:00:00;;-8,18;60;MIN;;31;;32174.87;6.204,79;2.675,74;6,98;133.102,84;27.829,27;13.764,23;2241-09-13;0656730135;;B80;;B97;;;-37,54;X;1;A;H;103453944;PPC4;26.620,57;8,422;MI;02;;22,325;22,699;5,051;0,774;2127-11-03
3405033;1830;000000000064185726;000000000062369574;022168;secretly something wicket I numbers;zi29;X;A;;340796562417;TO;1;TO;001830;others open it dreams on what wrong;B0B;-1;-1;60;6458;100;133.102,84;GBP;408,000;408,000;408,000;TO;408.000,000;408.000,000;KG;X;;3;6458;6458;GB3434;2128-02-09;Winters.Tony;01:00:00;;81,17;1;TO;;31;;30833.02;7.745,13;3.933,74;6,97;133.102,84;33.194,52;13.411,32;2242-01-20;0656730135;;;;B97;;;191,67;X;1;;H;117416783;PPC4;26.620,57;9,993;MI;03;;12,374;15,194;10,192;0,421;2128-02-10
3405033;1840;000000000073561246;000000000064648260;048099;waited hid text badly died while;lx59;;C;;685537587660;TO;1;TO;001840;hat out do of when automatically;B0B;4;4;60;6151;100;133.102,84;EUR;306,500;306,500;306,500;TO;306.500,000;306.500,000;KG;;;3;6151;6151;GB3355;2128-02-05;Winters.Tony;01:00:00;;140,90;1;TO;;31;;35531.0;6.735,39;3.735,77;6,86;133.102,84;33.374,09;15.742,63;2242-01-14;0390198722;;;;B98;;;143,72;X;1;A;F;118066752;PPC4;26.620,57;10,519;MI;02;;16,623;22,703;5,985;0,545;2128-02-10
3405033;1850;000000000064719829;000000000069915487;075426;where ends red waited was handled;lv51;;C;;685537587660;TO;1;TO;001850;;B0B;0;0;60;6151;100;133.102,84;GBP;334,700;334,700;334,700;TO;334,700;334,700;TO;;B;3;6151;6151;GB9008;2128-02-12;Winters.Tony;01:00:00;;107,97;1;TO;;52;;16255.55;6.532,10;4.340,32;6,98;133.102,84;21.707,74;15.110,50;2242-03-02;0425017602;;;;B98;;;38,54;X;1;A;F;0;;26.620,57;0,481;MI;02;;17,204;21,564;2,834;0,410;2128-02-12
3405033;1860;000000000044194002;;051640;sofa ends with many plane have;ve08;X;C;;092989430423;TO;1;TO;001860;sill while interest to what are;B0B;11;11;0;4090;100;133.102,84;GBP;358,100;358,100;358,100;TO;358,100;358,100;TO;X;B;3;4090;4090;GB1895;2128-03-18;Winters.Tony;01:00:00;;107,13;1;TO;;72;;34068.44;6.491,88;3.151,78;6,92;133.102,84;33.427,21;14.615,20;2242-03-22;0703454573;;;;B98;;;35,28;X;1;;N;118465810;PPC4;26.620,57;19,696;KM;02;;13,959;20,848;6,678;0,182;2128-03-20
3405033;1870;000000000018397898;000000000062040606;055407;probably pique red leader days;ju58;;;;560490748186;KG;1;KG;001870;to worn sacrifice end died trying;B0B;-7;-7;60;4525;100;133.102,84;EUR;293,500;293,500;293,500;KG;0,294;0,294;TO;X;B;3;4525;4525;GB1339;2128-01-06;Winters.Tony;01:00:00;;104,67;1;KG;;72;;29595.1;6.869,34;3.745,76;6,95;133.102,84;43.571,91;13.915,76;2242-01-05;0703454573;;B56;;B55;;;122,63;X;1;A;K;113515647;PPC4;26.620,57;3,942;MI;02;;16,027;13,906;6,989;0,431;2128-01-11
