DOC_NUMBER;QUOT_FROM;DOC_TYPE;ORD_REASON;QUOT_TO;COMP_CODE;BILL_BLOCK;LOC_CURRCY;SOLD_TO;RATE_TYPE;GN_CUSTOM;CUST_GRP1;CUST_GRP2;CUST_GRP3;CUST_GRP4;CUST_GRP5;DEL_BLOCK;STAT_CURR;DOC_CATEG;DOC_CATEGR;SALES_OFF;SALES_GRP;SALESORG;DISTR_CHAN;CREATEDON;DOC_CURRCY;SALESEMPLY;DIV_HEAD;REQ_DATE;FISCVARNT;ORDERS
3406507;2013-04-13;YO03;ZV6;9999-12-31;10;G0;GBP;1067649209;;WARWICK-MEDICALSUPPLIES;104;;;;;;GBP;C;;PLLU;27;SE10;1;2013-05-11;;;80;;K4;6
3406508;2013-04-13;YO03;ZV7;9999-12-31;10;G0;GBP;1067649209;;COUNTRYCLUBESTATE-ACCOUNTING;;;;;;;GBP;C;;;;SE10;1;2013-05-11;;;80;;K4;8
3406509;2013-04-13;YO03;B01;9999-12-31;10;G0;SEK;1088811373;M;ROCKINGHAM-FURNISHINGS;;;;;;;GBP;L;;PLD7;;RO60;1;2013-05-11;;;80;;K4;8
3406510;2013-04-13;YO03;B01;9999-12-31;10;G0;SEK;1088811373;;GLENWOOD-LANDSCAPING;102;;;;;;SEK;H;;PLA6;;RO60;1;2013-05-11;;;80;;K4;8
3406511;2013-04-13;ZSAS;B01;9999-12-31;10;G0;SEK;1081337032;;WHITEOAK-LANDSCAPING;104;;;;;ZG;SEK;L;;;24;RO60;1;2013-05-11;;;80;;K4;1
3406512;2013-04-13;ZSAS;ZV7;9999-12-31;10;G0;SEK;1081337032;;CHAMBLEE-GYMNASIUM;102;;;;;;RUB;C;;;210;RO60;1;2013-05-11;;;80;;K4;6
3406513;2013-04-13;ZPL1;ZV4;9999-12-31;PL10;G0;SEK;1081337032;M;BARRETTS-ACCOUNTING;102;;;;;;SEK;C;;DE30;28;RO60;1;2013-05-11;;;80;;K4;1
3406514;2013-04-13;ZPL1;B01;9999-12-31;BE10;G0;SEK;1069625298;;COVERDALE-TRAVEL;;;;;;;SEK;G;;;29;RO60;1;2013-05-11;;;80;;K4;2
3406515;2013-04-13;ZSAN;ZV6;9999-12-31;BE10;G0;SEK;1069625298;M;SALECITY-TRAVEL;;;;;;;SEK;B;;PLOF;;RO60;1;2013-05-11;;;80;;K4;7
3406516;2013-08-01;ZSAN;ZV6;9999-12-31;NL11;G0;SEK;1069625298;;WOODSTOCK-SIGNS;;;;;;;SEK;L;;;29;NL11;1;2013-05-11;;;80;;K4;2
3406517;2013-08-01;ZSAN;ZV6;9999-12-31;NL11;G0;SEK;1069625298;;ENIGMA-ACCOUNTING;;;;;;ZG;SEK;B;;PLF4;28;NL11;1;2013-05-11;;;60;;K4;7
3406518;2013-08-01;ZSAN;ZV6;9999-12-31;NL11;G0;SEK;1046987835;;COGDELL-SERVICES;;;;;;;SEK;H;;PLL1;;NL11;1;2013-05-11;;;60;;K4;3
3406519;2013-08-01;YC01;ZV6;9999-12-31;KZ10;G0;KZT;1046987835;M;DARIEN-DEVELOPMENT;;;;;;;SEK;C;;PLAF;27;NL11;1;2013-05-11;;;60;;K4;2
3406520;2013-01-15;ZSIR;ZV6;9999-12-31;KZ10;G0;KZT;1046987835;KZ;COOLIDGE-REALTY;104;;RO3;;;;KZT;G;;PLLK;;GE10;1;2013-03-12;;;30;;K4;1
3406521;2013-01-15;ZPL1;ZV6;9999-12-31;KZ10;G0;KZT;1046987835;;CUMMING-SERVICES;;;;;;;EUR;L;;;;GE10;1;2013-03-12;;;30;;K4;1
3406522;2013-01-15;ZSE2;ZV6;9999-12-31;NL11;G0;KZT;1046987835;;MIDWAY-MOTORSERVICES;;;;;;;KZT;L;;PLP4;26;GE10;1;2013-03-12;;;50;;K4;2
3406523;2013-01-15;YO11;ZV6;9999-12-31;NL11;G0;KZT;1080024023;;RETREAT-SERVICES;;;;;;;KZT;H;;PLLO;20;GE10;1;2013-09-17;;;50;;K4;6
3406524;2013-01-15;ZPL3;ZV6;9999-12-31;NL11;G0;KZT;1080024023;;SPARKS-GYMNASIUM;;;;;;;KZT;L;;PLF4;21;GE10;1;2013-10-07;;;50;;K4;7
3406525;2013-01-15;ZPL3;B02;9999-12-31;NL11;G0;KZT;1080024023;;BLOOMINGDALE-DEVELOPMENT;;;;;;;KZT;B;;PLAL;;GE10;1;2013-10-07;;;50;;K4;1
3406526;2013-01-15;ZPL3;B02;9999-12-31;RO10;G0;KZT;1080024023;;COVERDALE-INDUSTRIES;;;;;;;GEL;L;;;;GE10;1;2013-09-21;;;50;;K4;1
3406527;2013-01-15;ZPL3;B02;9999-12-31;BE10;G0;KZT;1080024023;KZ;DOVERBLUFF-MEDICALSUPPLIES;;;;;;;RUB;G;;PLF4;23;GE10;1;2013-02-18;;;50;;K4;1
3406528;2013-07-01;YO12;ZV7;9999-12-31;SE10;G0;KZT;1080024023;;OXFORD-LANDSCAPING;102;3;ROZ;;;;GBP;L;;;;GE10;1;2013-02-18;;;50;;K4;6
3406529;2013-07-01;YO12;ZV6;9999-12-31;10;G0;KZT;1071893464;;VILLARICA-STUDIOS;;2;;;;;KZT;G;;;;GE10;1;2013-02-18;;;10;;K4;8
3406530;2013-06-29;YO03;ZV4;9999-12-31;10;G0;KZT;1044318772;;WHIGHAM-SOFTWARE;;3;;;;;KZT;C;;;;GE10;1;2013-01-29;;;10;;K4;5
3406531;2013-06-29;YO12;B01;9999-12-31;10;G0;KZT;1074794879;KZ;THOMASVILLE-INSURANCE;102;;;;;;KZT;H;;PLD7;;RO10;1;2013-01-29;;;10;;K4;3
3406532;2013-03-06;YO12;ZV4;9999-12-31;RU10;G0;KZT;1074794879;;RICHMONDHILL-SERVICES;103;;;;;;KZT;B;;;23;RO10;1;2013-01-29;;;10;;K4;3
3406533;2013-03-06;ZSE2;ZV4;9999-12-31;RU10;G0;KZT;1074794879;;LEESBURG-DEVELOPMENT;;;;;;;KZT;G;;;;140;1;2013-01-29;;;10;;K4;3
3406534;2013-01-30;ZSE2;ZV4;9999-12-31;RO30;G0;GBP;1074794879;M;BANNOCKBURN-REALTY;;;;;;;KZT;L;;;;140;1;2013-11-28;;;10;;K4;1
3406535;2013-01-30;ZSE2;ZV4;9999-12-31;RO10;G0;GBP;1074794879;;ABBEVILLE-SERVICES;104;;;;;;GBP;G;;PLD1;26;140;1;2013-11-28;;;10;;K4;7
3406536;2013-01-30;ZSE2;ZV4;9999-12-31;140;G0;GBP;1056155699;KZ;PATTERSON-SOFTWARE;;;;;;;GBP;H;;;;140;1;2013-11-28;;;80;;K4;4
3406537;2013-01-30;ZSE2;ZV6;9999-12-31;140;G0;SEK;1056155699;KZ;CEDARTOWN-DEVELOPMENT;;;;;;;RUB;B;;;;140;1;2013-11-28;;;80;;K4;6
3406538;2013-01-30;ZPL1;ZV6;9999-12-31;140;G0;SEK;1056155699;;AVONDALEESTATES-REALTY;106;;CYY;;;;SEK;G;;PLLK;28;140;1;2013-04-11;;;80;;K4;1
3406539;2013-01-30;ZSI;ZV6;9999-12-31;140;G0;SEK;1056155699;;BOGART-TEXTILES;;;;;;;SEK;L;;DE01;20;140;1;2013-04-11;;;80;;K4;8
3406540;2013-01-30;ZSIN;B01;9999-12-31;UA10;G0;SEK;1056155699;KZ;BOSTON-ENGINEERING;102;;;;;;SEK;G;;PLD7;;140;1;2013-04-11;;;80;;K4;7
3406541;2013-01-30;ZSIN;B01;9999-12-31;UA10;G0;SEK;1056155699;KZ;VALDOSTA-BAKERY;;;;;;;SEK;H;;PLO9;;SE10;1;2013-08-01;;;80;;K4;4
3406542;2013-08-31;ZSE2;B01;9999-12-31;UA10;G0;SEK;1056155699;KZ;CEDARTOWN-INSURANCE;;;;;;;SEK;L;;;;SE10;1;2013-07-24;;;80;;K4;2
3406543;2013-08-31;ZSIR;B01;9999-12-31;UA10;G0;SEK;1056155699;;TALBOTTON-BAKERY;;;;;;;SEK;B;;PLLB;;UA10;1;2013-07-24;;;80;;K4;5
3406544;2013-08-31;ZSIR;B01;9999-12-31;UA10;G0;SEK;1032486496;;WARRENTON-TRAVEL;;;;;;;SEK;C;;PLF0;;UA10;1;2013-07-24;;;80;;K4;7
3406545;2013-08-31;ZWES;B01;9999-12-31;UA10;G0;KZT;1032486496;M;DILLARD-DEVELOPMENT;;;;;;;SEK;H;;PLOR;24;UA10;1;2013-07-24;;;80;;K4;8
3406546;2013-08-31;YO03;B01;9999-12-31;UA10;G0;KZT;1032486496;;COUNTRYCLUBESTATE-SOFTWARE;;;;;;;KZT;B;;PLOU;;UA10;1;2013-07-24;;;80;;K4;7
3406547;2013-08-31;YO13;B01;9999-12-31;UA10;G0;KZT;1032486496;M;WESTPOINT-TRAVEL;;;;;;;KZT;H;;PLLB;212;UA10;1;2013-07-24;;;80;;K4;4
3406548;2013-01-18;ZSE2;B01;9999-12-31;UA10;G0;KZT;1058760062;;ALMA-DEVELOPMENT;102;;;;;;KZT;B;;;27;UA10;1;2013-09-02;;;80;;K4;4
3406549;2013-01-18;YO01;B01;9999-12-31;UA10;G0;KZT;1058760062;;HINESVILLE-INSURANCE;102;3;;;;ZG;KZT;B;;DE04;;UA10;1;2013-09-02;;;80;;K4;1
3406550;2013-01-18;YO01;B01;9999-12-31;UA10;G0;KZT;1058760062;;SCREVEN-BAKERY;;;;;;;KZT;L;;PLAL;;UA10;1;2013-09-02;;;10;;K4;8
3406551;2013-01-18;YO01;ZV4;9999-12-31;UA10;G0;KZT;1058760062;;CORDELE-STUDIOS;;;;;;;KZT;H;;GB01;;UA10;1;2013-08-21;;;10;;K4;6
3406552;2013-01-18;YO01;ZV6;9999-12-31;RO10;G0;KZT;1088853924;;STATESBORO-REALTY;;;;;;;KZT;H;;;;PL10;1;2013-09-02;;;10;;K4;7
3406553;2013-01-18;YO01;ZV7;9999-12-31;RO10;G0;KZT;1088853924;;CARROLLTON-SOFTWARE;;;;;;;KZT;G;;GB01;;RO60;1;2013-09-02;;;10;;K4;4
3406554;2013-01-18;YO01;ZV7;9999-12-31;RO10;G0;KZT;1088853924;KZ;TIFTON-MEDICALSUPPLIES;102;;;;;;KZT;H;;PLOR;;RO60;1;2013-07-18;;;10;;K4;2
3406555;2013-03-04;YO01;B01;9999-12-31;NL11;G0;KZT;1088853924;;ST.SIMONSISLAND-SIGNS;;;;;;;KZT;C;;DE09;23;RO60;1;2013-07-18;;;10;;K4;2
3406556;2013-03-04;YO12;B01;9999-12-31;NL11;G0;KZT;1088853924;;CARROLLTON-BAKERY;;;DEW;;;;KZT;B;;PLF4;;RO60;1;2013-07-18;;;10;;K4;4
3406557;2013-03-04;ZPLZ;ZV6;9999-12-31;NL11;G0;KZT;1088853924;;WAYNESBORO-SIGNS;102;;;;;;KZT;C;;;25;RO60;1;2013-07-18;;;10;;K4;1
3406558;2013-03-16;ZSE2;ZV6;9999-12-31;NL11;G0;KZT;1088853924;;WRAY-MANUFACTURING;;;;;;;KZT;L;;PLAP;24;UA10;1;2013-07-18;;;70;;K4;8
3406559;2013-03-16;ZRO1;B01;9999-12-31;140;G0;KZT;1083196137;;GLENWOOD-SERVICES;;2;;;;ZG;KZT;G;;PLLO;;UA10;1;2013-09-21;;;60;;K4;3
3406560;2013-03-16;ZRO1;B01;9999-12-31;RU10;G0;KZT;1083196137;;GENEVA-DEVELOPMENT;;;;;;;KZT;L;;PLOU;25;UA10;1;2013-04-03;;;60;;K4;6
3406561;2013-03-16;ZWES;ZV7;9999-12-31;GB30;G0;KZT;1083196137;;TIFTON-INSURANCE;;;;;;;KZT;C;;PLL1;20;BE10;1;2013-04-03;;;60;;K4;4
3406562;2013-03-16;ZWES;B01;9999-12-31;GB30;G0;KZT;1083196137;;ATHENS-MOTORS;106;;;;;;KZT;G;;PLAF;;BE10;1;2013-04-03;;;30;;K4;5
3406563;2013-03-16;ZWES;B01;9999-12-31;RU10;G0;KZT;1083196137;;BROOKLET-ENGINEERING;103;;;;;;KZT;L;;PLH4;29;BE10;1;2013-04-03;;;30;;K4;8
3406564;2013-11-08;ZDMS;B01;9999-12-31;GE10;G0;KZT;1083196137;;OSTERFIELD-MEDICALSUPPLIES;;;;;;;KZT;C;;GB02;27;BE10;1;2013-03-19;;;30;;K4;7
3406565;2013-11-08;ZDMS;ZV7;9999-12-31;GE10;G0;KZT;1083196137;;APPLING-TRAVEL;;;;;;;KZT;G;;PLO2;29;BE10;1;2013-03-19;;;30;;K4;7
3406566;2013-08-22;ZSIN;ZV7;9999-12-31;GE10;G0;GBP;1083196137;KZ;GREENVILLE-SIGNS;;;;;;;KZT;G;;;22;BE10;1;2013-08-16;;;30;;K4;7
3406567;2013-01-31;YP01;B01;9999-12-31;GE10;G0;GBP;1083196137;;SPARTA-ENGINEERING;;;;;;;RON;B;;DE03;22;BE10;1;2013-08-16;;;30;;K4;2
3406568;2013-01-31;YP01;ZV6;9999-12-31;SE10;G0;GBP;1083196137;M;SPARTA-FURNISHINGS;104;;;;;ZG;GBP;G;;GB10;22;BE10;1;2013-08-16;;;30;;K4;3
3406569;2013-01-31;YP01;ZV6;9999-12-31;RO60;G0;GBP;1083196137;;OMEGA-INDUSTRIES;;;DED;;;;GBP;G;;PLL0;;BE10;1;2013-08-16;;;30;;K4;4
3406570;2013-01-31;YP01;B02;9999-12-31;RO60;G0;GBP;1083196137;;HORTENSE-MOTORSERVICES;;;;;;;GBP;L;;;;BE10;1;2013-08-16;;;30;;K4;3
3406571;2013-10-14;ZSI;B02;9999-12-31;RU11;G0;GBP;1083196137;;CHAMBLEE-LANDSCAPING;;;;;;;GBP;B;;PLAP;24;PL10;1;2013-09-03;;;30;;K4;7
3406572;2013-10-14;ZWES;ZV6;9999-12-31;RU11;G0;GBP;1083196137;;PORTWENTWORTH-MEDICALSUPPLIES;;;;;;;GBP;L;;;;PL10;1;2013-09-03;;;80;;K4;2
3406573;2013-10-19;ZWES;ZV4;9999-12-31;140;G0;GBP;1083196137;;MILTON-SOFTWARE;;;DEW;;;;GBP;H;;DE04;;PL10;1;2013-09-03;;;80;;K4;2
3406574;2013-10-19;ZPL2;B02;9999-12-31;140;G0;GBP;1083196137;;LANIER-LANDSCAPING;;2;;;;;GBP;H;;PLDA;26;PL10;1;2013-09-03;;;80;;K4;2
3406575;2013-10-19;ZDMS;B01;9999-12-31;140;G0;GBP;1083196137;;BROOKFIELD-DEVELOPMENT;;;;;;;GBP;C;;PLAP;24;SE10;1;2013-09-03;;;80;;K4;1
3406576;2013-10-19;ZDMS;B01;9999-12-31;SE10;G0;GBP;1083196137;;BRUNSWICK-REALTY;;;;;;;GBP;C;;GB02;;SE10;1;2013-09-03;;;80;;K4;2
3406577;2013-10-19;YO12;B01;9999-12-31;SE10;G0;GBP;1083196137;;ROME-REALTY;;;;;;;GBP;L;;;;SE10;1;2013-09-03;;;80;;K4;1
3406578;2013-10-19;YO12;B01;9999-12-31;PL10;G0;GBP;1083196137;;AMBOY-DEVELOPMENT;102;;;;;;GBP;L;;PLOF;;SE10;1;2013-07-20;;;80;;K4;6
3406579;2013-09-20;ZSIS;B01;9999-12-31;RO10;G0;GBP;1083196137;KZ;WILMINGTONISLAND-MEDICALSUPPLIES;;;;;;;GBP;G;;PLL0;;SE10;1;2013-07-20;;;80;;K4;5
3406580;2013-05-24;ZSIS;ZV4;9999-12-31;RO60;G0;GBP;1083196137;;UNIONCITY-DEVELOPMENT;102;;;;;;GBP;H;;;27;SE10;1;2013-07-20;;;80;;K4;7
3406581;2013-01-30;YO13;ZV7;9999-12-31;RO60;G0;GBP;1031128400;;CRESCENT-MANUFACTURING;;;;;;;GBP;L;;;22;SE10;1;2013-07-20;;;80;;K4;3
3406582;2013-01-30;YO13;ZV7;9999-12-31;RO10;G0;GBP;1031128400;;BUFORD-DEVELOPMENT;;;;;;;GBP;C;;PLF4;;SE10;1;2013-07-20;;;80;;K4;6
3406583;2013-01-30;YO13;ZV7;9999-12-31;RO10;G0;GBP;1031128400;;BAINBRIDGE-MEDICALSUPPLIES;104;;CYY;;;ZG;GBP;G;;DE03;;SE10;1;2013-07-20;;;80;;K4;1
3406584;2013-08-06;YO13;ZV7;9999-12-31;140;G0;GBP;1031128400;;MONIAC-SIGNS;103;;RO3;;;ZG;GBP;B;;DE03;23;SE10;1;2013-07-20;;;80;;K4;2
3406585;2013-08-06;ZSAN;ZV7;9999-12-31;140;G0;GBP;1031128400;;MORROW-PROSERVICES;;;;;;;GBP;B;;PLLQ;;SE10;1;2013-07-20;;;50;;K4;1
3406586;2013-08-06;ZSAN;ZV7;9999-12-31;140;G0;GBP;1031128400;;RETREAT-MOTORSERVICES;;2;;;;;GBP;H;;PLF3;211;NL11;1;2013-07-20;;;50;;K4;2
3406587;2013-08-06;ZSAN;ZV7;9999-12-31;SE10;G0;GBP;1053524543;;PRIDGEN-TEXTILES;;;;;;;GBP;B;;DE04;;NL11;1;2013-07-20;;;50;;K4;5
3406588;2013-08-06;YC01;ZV7;9999-12-31;RU10;G0;GBP;1053524543;;LEXINGTON-MEDICALSUPPLIES;;;DEW;;;;GBP;L;;PLD1;;NL11;1;2013-07-20;;;50;;K4;7
3406589;2013-08-06;YO11;ZV7;9999-12-31;RU11;G0;GBP;1053524543;M;EASTPOINT-SIGNS;;;;;;;GBP;G;;PLA6;212;10;1;2013-07-20;;;50;;K4;8
3406590;2013-08-06;YO11;ZV6;9999-12-31;PL10;G0;GBP;1053524543;;CLAYTON-MOTORS;;2;;;;;GBP;H;;PLLO;20;GB30;1;2013-08-06;;;50;;K4;1
3406591;2013-08-06;YO01;ZV6;9999-12-31;PL10;G0;GBP;1040294374;;SURRENCY-FURNISHINGS;;;;;;;GBP;H;;PLA6;;GB30;1;2013-08-06;;;50;;K4;4
3406592;2013-08-06;YO01;ZV4;9999-12-31;PL10;G0;GBP;1040294374;;WOODBINE-PROSERVICES;;;DED;;;;GBP;H;;;;GB30;1;2013-08-06;;;50;;K4;7
3406593;2013-08-06;ZPL1;ZV7;9999-12-31;BE10;G0;SEK;1036172676;;CRAWFORDVILLE-FURNISHINGS;;;;;;;GBP;L;;PLH4;;GB30;1;2013-03-30;;;50;;K4;2
3406594;2013-08-06;ZPL1;ZV7;9999-12-31;BE10;G0;SEK;1036172676;M;FORESTPARK-FURNISHINGS;106;;;;;;SEK;C;;;;GB30;1;2013-08-11;;;50;;K4;5
3406595;2013-08-06;ZPL1;ZV7;9999-12-31;10;G0;SEK;1036172676;;WAYCROSS-SOFTWARE;;;ROZ;;;;SEK;C;;DE03;;GB30;1;2013-02-13;;;50;;K4;1
3406596;2013-08-06;ZSI;ZV7;9999-12-31;10;G0;SEK;1036172676;;MOUNTAINPARK-OFFICESUPPLIES;104;;;;;;SEK;C;;PLA9;27;GB30;1;2013-02-13;;;50;;K4;8
3406597;2013-11-27;YO13;ZV7;9999-12-31;10;G0;SEK;1036172676;M;LINCOLNTON-GYMNASIUM;;;;;;;SEK;H;;PLLQ;28;GB30;1;2013-02-13;;;40;;K4;2
3406598;2013-11-27;YP01;ZV7;9999-12-31;10;G0;SEK;1036172676;;VERNONBURG-MEDICALSUPPLIES;;;;;;;SEK;C;;PLAF;;BE10;1;2013-06-13;;;40;;K4;8
3406599;2013-11-27;ZSIS;ZV7;9999-12-31;10;G0;SEK;1036172676;KZ;HOBOKEN-REALTY;;;;;;;SEK;B;;;;KZ10;1;2013-06-13;;;40;;K4;7
3406600;2013-11-27;ZSIS;ZV7;9999-12-31;10;G0;SEK;1036172676;;PHILLIPSBURG-DEVELOPMENT;;;;;;;SEK;B;;;210;KZ10;1;2013-06-13;;;40;;K4;4
3406601;2013-11-27;ZSIS;ZV4;9999-12-31;RO60;G0;SEK;1036172676;;THELMA-DEVELOPMENT;;;;;;;SEK;C;;;20;KZ10;1;2013-06-13;;;40;;K4;4
3406602;2013-11-27;ZSIS;ZV4;9999-12-31;RO60;G0;SEK;1036172676;M;TYRONE-FURNISHINGS;;;;;;;SEK;G;;DE30;212;GE10;1;2013-09-09;;;40;;K4;7
3406603;2013-10-01;ZSIS;ZV4;9999-12-31;UA10;G0;PLN;1036172676;KZ;HOWELL-INDUSTRIES;;;DEW;;;;SEK;B;;DE08;24;GE10;1;2013-09-09;;;40;;K4;5
3406604;2013-10-01;YO12;ZV4;9999-12-31;PL10;G0;PLN;1036172676;;ODUM-ENGINEERING;;;;;;ZG;UAH;L;;;;GE10;1;2013-09-07;;;40;;K4;4
3406605;2013-10-01;YO12;ZV4;9999-12-31;RU11;G0;PLN;1040773387;;CUMMING-LANDSCAPING;;;;;;;PLN;B;;PLLB;;GE10;1;2013-03-17;;;30;;K4;6
3406606;2013-10-11;YO13;ZV4;9999-12-31;RU11;G0;PLN;1040773387;;HICKOX-SIGNS;;;DEW;;;;PLN;G;;GB03;;GE10;1;2013-03-17;;;60;;K4;2
3406607;2013-10-11;YO13;ZV6;9999-12-31;10;G0;PLN;1080729514;;PINEVIEW-TRAVEL;106;;;;;;PLN;G;;PLLU;;GE10;1;2013-03-17;;;60;;K4;1
3406608;2013-10-11;YO03;ZV6;9999-12-31;10;G0;PLN;1067303810;;ELLAVILLE-MEDICALSUPPLIES;;2;;;;;PLN;G;;PLO9;23;GE10;1;2013-03-17;;;60;;K4;1
3406609;2013-10-11;YO11;ZV6;9999-12-31;140;G0;PLN;1047463824;;NEWTON-ACCOUNTING;;;;;;;PLN;C;;PLPA;212;RO30;1;2013-03-17;;;60;;K4;7
3406610;2013-10-11;ZSE2;B02;9999-12-31;140;G0;PLN;1047463824;KZ;REIDSVILLE-BAKERY;;;;;;;PLN;G;;PLO2;;RO30;1;2013-03-17;;;60;;K4;6
3406611;2013-10-11;ZPL3;B01;9999-12-31;140;G0;PLN;1047463824;;NORMANPARK-MOTORS;;;;;;;PLN;H;;GB02;;RO30;1;2013-03-17;;;40;;K4;6
3406612;2013-10-11;ZPL3;B01;9999-12-31;GB10;G0;PLN;1047463824;;GEORGETOWN-MEDICALSUPPLIES;;;;;;;PLN;H;;PLAN;;RO30;1;2013-03-17;;;40;;K4;1
3406613;2013-10-11;ZDMS;B01;9999-12-31;UA10;G0;PLN;1047463824;;DAISY-OFFICESUPPLIES;;;;;;;PLN;C;;;;RO30;1;2013-03-17;;;40;;K4;7
3406614;2013-05-20;ZDMS;ZV4;9999-12-31;BE10;G0;PLN;1050149590;;SOUTHNEWPORT-REALTY;103;;;;;;PLN;L;;PLF4;22;RO30;1;2013-03-17;;;40;;K4;5
3406615;2013-09-23;ZDMS;ZV4;9999-12-31;GB10;G0;PLN;1050149590;;WRAY-FURNISHINGS;;;;;;;PLN;C;;;;RO30;1;2013-03-17;;;40;;K4;4
3406616;2013-02-19;ZDMS;ZV7;9999-12-31;GB10;G0;PLN;1050149590;;SUNBURY-SOFTWARE;;;;;;;PLN;G;;PLF0;;RO30;1;2013-03-17;;;40;;K4;3
3406617;2013-02-19;YO01;ZV7;9999-12-31;GB10;G0;PLN;1050149590;;HOLT-DEVELOPMENT;102;;;;;;PLN;B;;DE05;28;RO30;1;2013-03-17;;;40;;K4;7
3406618;2013-02-19;YO11;B02;9999-12-31;GB10;G0;PLN;1044145395;;CANTON-ENGINEERING;;;;;;;PLN;B;;PLF3;;RO30;1;2013-03-17;;;40;;K4;2
3406619;2013-05-02;ZPL1;ZV6;9999-12-31;GB10;G0;PLN;1069590403;;ISLEOFHOPE-DUTCHISLAND-REALTY;104;1;CYY;;;;PLN;L;;;;RO30;1;2013-03-17;;;40;;K4;5
3406620;2013-05-02;ZPL1;B02;9999-12-31;GB10;G0;UAH;1069590403;;MAYDAY-SIGNS;;;;;;;PLN;H;;PLP4;;RO30;1;2013-03-17;;;40;;K4;6
3406621;2013-05-02;ZPL1;B02;9999-12-31;GB10;G0;UAH;1087944969;;WORTH-SIGNS;;;RO3;;;;UAH;B;;;24;RO30;1;2013-03-17;;;10;;K4;4
3406622;2013-05-02;ZSE2;ZV7;9999-12-31;GB10;G0;KZT;1087944969;;GREENVILLE-DEVELOPMENT;;;;;;;UAH;C;;PLA6;;RO30;1;2013-03-17;;;10;;K4;3
3406623;2013-05-02;ZSE2;ZV7;9999-12-31;GB10;G0;KZT;1087944969;KZ;BANNOCKBURN-TRAVEL;;;CYY;;;;KZT;L;;PLLU;22;UA10;1;2013-03-17;;;80;;K4;3
3406624;2013-05-02;ZSE2;ZV7;9999-12-31;UA10;G0;KZT;1087944969;;IRWINTON-FURNISHINGS;104;;ROG;;;;KZT;G;;;;RO10;1;2013-03-17;;;80;;K4;1
3406625;2013-05-02;ZWES;B01;9999-12-31;GE10;G0;KZT;1087944969;;AXSON-LANDSCAPING;103;;;;;;KZT;L;;PLD1;25;PL10;1;2013-05-25;;;80;;K4;3
3406626;2013-05-02;YO12;ZV6;9999-12-31;RO10;G0;KZT;1087944969;;ELLAVILLE-DEVELOPMENT;;1;;;;;KZT;H;;PLO2;;PL10;1;2013-05-25;;;80;;K4;7
3406627;2013-05-02;ZWEN;B02;9999-12-31;RO60;G0;KZT;1087944969;;GARDENCITY-BAKERY;;;CYY;;;ZG;KZT;L;;PLOR;;PL10;1;2013-05-25;;;80;;K4;6
3406628;2013-05-02;ZSAR;ZV7;9999-12-31;RO60;G0;KZT;1087944969;;MERSHON-MANUFACTURING;;;;;;;KZT;C;;;;PL10;1;2013-09-02;;;80;;K4;3
3406629;2013-05-02;ZSIR;ZV7;9999-12-31;RO60;G0;KZT;1087944969;;FORTGAINES-CAFE;;;;;;;KZT;C;;;;PL10;1;2013-09-02;;;80;;K4;6
3406630;2013-05-02;ZSIR;ZV7;9999-12-31;UA10;G0;KZT;1087944969;;BREMEN-PROSERVICES;;;;;;;PLN;G;;;;NL11;1;2013-09-02;;;60;;K4;8
3406631;2013-05-02;ZSIR;B02;9999-12-31;UA10;G0;KZT;1087944969;KZ;LEXINGTON-ACCOUNTING;;;;;;;KZT;G;;;;NL11;1;2013-09-02;;;60;;K4;7
3406632;2013-05-02;ZSIR;ZV4;9999-12-31;RO30;G0;KZT;1087944969;;KIRKLAND-MEDICALSUPPLIES;104;2;;;;;KZT;C;;PLAP;;NL11;1;2013-04-22;;;80;;K4;5
3406633;2013-02-19;ZSIR;B02;9999-12-31;BE10;G0;KZT;1087944969;M;HIGGSTON-ACCOUNTING;;;;;;;KZT;L;;PLOF;;NL11;1;2013-04-22;;;80;;K4;4
3406634;2013-02-19;ZSIR;ZV4;9999-12-31;BE10;G0;KZT;1087944969;;GLENNVILLE-CAFE;;;;;;;KZT;C;;;27;NL11;1;2013-04-22;;;80;;K4;2
3406635;2013-02-19;ZSIR;ZV4;9999-12-31;RU11;G0;EUR;1087944969;M;GUYTON-INDUSTRIES;;;;;;;KZT;L;;;;NL11;1;2013-04-22;;;40;;K4;1
3406636;2013-02-19;ZSIR;ZV4;9999-12-31;RU11;G0;RUB;1087944969;;LOVEJOY-INDUSTRIES;;;;;;ZG;EUR;G;;PLLU;;NL11;1;2013-04-22;;;40;;K4;2
3406637;2013-10-23;ZSIR;ZV4;9999-12-31;RU11;G0;RUB;1087944969;;SHAWNEE-LANDSCAPING;;;;;;;RUB;L;;PLA6;;NL11;1;2013-04-22;;;40;;K4;7
3406638;2013-10-23;ZRO1;B01;9999-12-31;RU11;G0;RUB;1087944969;;STRONGSVILLE-BAKERY;;;;;;;RUB;C;;;;NL11;1;2013-05-16;;;40;;K4;1
3406639;2013-10-23;ZRO1;B01;9999-12-31;RU11;G0;RUB;1087944969;;FUNSTON-MEDICALSUPPLIES;;;;;;;RUB;H;;DE01;;RO60;1;2013-06-08;;;40;;K4;2
3406640;2013-10-23;ZRO1;B01;9999-12-31;RU11;G0;RUB;1087944969;;MORGAN-REALTY;103;;;;;;RUB;H;;;;RO60;1;2013-05-14;;;40;;K4;1
