BILL_NUM;BILL_ITEM;BILL_TYPE;BILL_CAT;BILL_DATE;BILL_RULE;BILL_QTY;BASE_UOM;BATCH;BILLTOPRTY;COMP_CODE;COST;COSTCENTER;CO_AREA;CREATEDON;BIL_I_CNT;BWAPPLNM;CH_ON;DISTR_CHAN;DIVISION;DIV_HEAD;CSHDSC_BAS;GN_CUSTOM;CUST_GROUP;CUST_GRP1;CUST_GRP2;CUST_GRP3;CUST_GRP4;CUST_GRP5;DENOMINTR;DOC_CATEG;DOC_CURRCY;EANUPC;EXCHG_RATE;EXCHG_STAT;EXRATEXACC;EXRATE_ACC;FISCVARNT;GN_R3_SSY;GROSS_VAL;GRS_WGT_DL;INV_QTY;ITEM_CATEG;ITM_TYPE;LOC_CURRCY;MATERIAL;MATL_GROUP;MATL_GRP_1;MATL_GRP_2;MATL_GRP_3;MATL_GRP_4;MATL_GRP_5;MAT_ENTRD;NETVAL_INV;NET_WGT_DL;NO_INV_IT;NUMERATOR;PAYER;PLANT;PRICE_DATE;PROCESSKEY;PROD_HIER;PROV_GROUP;RATE_TYPE;REBATE_BAS;REBATE_GRP;RECORDMODE;REFER_DOC;REFER_ITM;REQ_QTY;RT_PROMO;SALESDEAL;SALESEMPLY;SALESORG;SALES_DIST;SALES_GRP;SALES_OFF;SALES_UNIT;SCALE_QTY;SERV_DATE;SHIP_POINT;SHIP_TO;SOLD_TO;STAT_CURR;STAT_DATE;STOR_LOC;ST_UP_DTE;SUBTOTAL_1;SUBTOTAL_2;SUBTOTAL_3;SUBTOTAL_4;SUBTOTAL_5;SUBTOTAL_6;TAX_AMOUNT;TRANS_DATE;UNIT_OF_WT;VOLUMEUNIT;VOLUME_DL;WBS_ELEMT
141943;30;M;I;2013-07-16;B;12;STD;1;2418805;10;100;6;C05;2013-07-05;7;;2013-01-26;1;S4;S0;;LEESBURG-MOTORSERVICES;CCROUP2;;;;;;1;L;EUR;;18,89;1;;;K4;;37.403,73;14.521,27;4512;Y047;;KZT;494;;693;;R01;CBN;;9097;2.742.708,47;343.590,00;7;5,70;12876631;107;2013-09-30;1;179036821;G1;KZ;92.343,32;B1;;3406678;30;341;;;;RU11;1;23;OF2;;7;2013-01-24;SP2;1017057305;;RON;2013-10-17;LO15;2013-02-22;231.566,62;91.171,79;186.260,72;237,79;20.629,38;191227.2;66.196,89;2013-11-19;SD;;;
141943;40;M;I;2013-10-22;H;7;M3;1;2418810;RO60;800;6;C05;2013-07-05;10;;2013-01-26;9;S4;S0;;LEESBURG-MOTORSERVICES;CCROUP6;;;;;;1;H;EUR;;2,82;1;;;K4;;145.624,37;30.979,45;4583;Y002;;KZT;101;;693;;;CBN;;3909;1.331.687,51;92.271,37;8;6,19;12876631;107;2013-09-30;1;179036821;G1;M;321.307,50;B1;;3406678;40;992;;;;RU11;1;23;OF2;;223;2013-01-24;SP6;1017057305;;RON;2013-10-17;LO15;2013-02-22;16.749,98;280.187,46;223.861,34;105.373,22;331.005,10;21805.98;290.053,73;2013-09-17;SD;;;
141943;50;M;I;2013-10-22;C;6;MIN;1;2418810;GB10;700;6;C05;2013-07-05;14;;2013-10-02;1;S4;S0;;LEESBURG-MOTORSERVICES;CCROUP2;;;;;;1;C;EUR;;21,60;1;;;K4;;299.848,00;2.136,86;6502;Y002;;KZT;101;;693;;;CBN;;2135;1.767.633,34;178.276,00;2;6,89;24387379;107;2013-09-30;1;158000648;G1;M;143.671,36;B1;;3406678;50;860;;;;RU11;1;23;OF2;;108;2013-01-24;SP6;1024100308;;RON;2013-10-17;LO15;2013-02-22;348.458,95;275.697,70;283.830,32;180.652,38;313.854,73;105734.26;214.299,92;2013-07-21;SD;;;
141944;10;KZ;I;2013-10-22;G;12;M3;1;2418543;SE10;800;5;C05;2013-07-08;4;;2013-10-02;1;S4;S0;;GREENVILLE-TRAVEL;CCROUP4;;;;;;1;L;EUR;;20,17;1;;;K4;;77.521,70;26.821,18;8737;Y002;;KZT;101;;693;;;CBN;;3175;1.530.355,55;30.083,81;4;7,53;24387379;107;2013-09-30;1;158000648;G1;M;312.284,17;B1;;3406680;10;489;;;;RU11;1;;OF2;;820;2013-01-24;SP6;1024100308;M;RON;2013-10-17;LO15;2013-02-22;172.988,76;163.161,85;102.660,00;178.214,92;363.561,80;111760.11;110.460,73;2013-06-12;SD;;;
141944;20;KZ;I;2013-10-22;C;2;STD;1;2418543;RU11;100;5;C05;2013-07-08;3;;2013-10-02;1;S4;S0;;GREENVILLE-TRAVEL;CCROUP10;;;;;;1;L;EUR;;11,77;1;;;K4;;267.736,65;10.911,87;4648;Y002;;KZT;101;;591;;;CBN;;16;482.705,24;282.349,40;2;9,01;24387379;107;2013-09-30;1;158000648;G1;M;16.413,88;B1;;3406680;20;987;;;;RU11;1;;OF2;;280;2013-01-24;SP6;1011997676;M;RON;2013-10-17;LO15;2013-02-22;191.081,59;375.527,59;305.888,72;4.403,59;91.978,04;7823.27;49.567,82;2013-09-13;SD;;;
141944;30;M;I;2013-08-29;H;5;MIN;1;2418543;UA10;700;5;C05;2013-07-08;7;;2013-10-02;1;S4;S0;;GREENVILLE-TRAVEL;CCROUP7;;;;;;1;L;EUR;;11,56;1;;;K4;;200.359,11;3.514,22;3820;ZLHA;;KZT;774;;126;;;CBN;;1234;204.126,78;116.222,64;9;7,82;24387379;103;2013-09-04;1;158000648;G1;M;63.261,19;B1;;3406680;40;719;;;;RU11;1;;OF2;;568;2013-01-24;SP9;1011997676;M;RON;2013-08-09;LO15;2013-02-22;371.443,99;92.049,40;386.188,37;196.103,05;290.640,41;284827.31;239.333,25;2013-06-23;SD;;;
141944;40;KZ;I;2013-08-29;H;10;MIN;1;2418543;RO60;300;5;C02;2013-07-08;10;;2013-10-02;1;S4;S0;;GREENVILLE-TRAVEL;CCROUP7;;;;;;1;C;EUR;;4,49;1;;;K4;;47.904,77;22.057,16;3942;ZLHA;;KZT;774;;724;;;;;6484;3.725,75;221.385,87;2;5,75;24889625;103;2013-06-06;1;158000648;G1;M;64.054,75;B1;;3406680;50;986;;;;RU11;1;;OF2;;316;2013-05-31;SP9;1011997676;M;RON;2013-08-09;LO15;2013-02-22;323.394,17;28.424,65;369.358,23;292.020,24;11.253,31;97597.81;221.142,85;2013-09-27;SD;;;
141944;50;KZ;I;2013-08-29;L;6;M3;1;2418543;RO10;500;3;C02;2013-07-08;10;;2013-10-02;1;S1;S0;;GREENVILLE-TRAVEL;CCROUP6;;;;;;1;C;EUR;;12,77;1;;;K4;;236.607,39;6.857,21;2964;ZPL1;;GEL;774;;724;;;;;9512;143.921,67;196.547,31;4;2,08;24889625;103;2013-06-06;1;158000648;G1;M;28.551,88;B1;;3406680;70;588;;;;RU11;1;;OF2;;379;2013-05-31;SP13;1022165602;M;RON;2013-08-09;LO15;2013-06-27;220.760,60;270.643,97;136.651,26;251.719,80;132.807,14;184861.71;148.440,07;2013-01-26;SD;;;
141945;10;KZ;I;2013-11-05;L;14;ST;1;2418543;GB10;700;3;C02;2013-07-08;7;;2013-10-02;1;S1;S0;;SUGARHILL-STUDIOS;CCROUP9;;;;;;1;C;EUR;;24,67;1;;;K4;;104.006,70;20.915,43;5602;ZWES;;GEL;152;;724;B12;;;;412;3.400.791,59;44.001,44;7;9,57;24889625;103;2013-06-06;1;161006313;G1;M;170.009,05;B1;;3406681;10;170;;;;RU11;1;;OF2;;578;2013-05-31;SP13;1022165602;;RON;2013-08-09;LO15;2013-01-26;154.694,94;201.821,93;156.177,11;154.747,33;112.157,61;164704.48;168.745,38;2013-11-16;SD;;;
141945;20;M;I;2013-11-05;C;2;TO;1;2418858;GB10;300;5;C03;2013-07-08;8;;2013-10-02;9;S1;S0;;SUGARHILL-STUDIOS;CCROUP2;;;;;;1;C;EUR;;6,73;1;;;K4;;247.762,39;28.418,98;2167;ZSE2;;GEL;152;;724;;;;;663;3.702.867,31;90.473,15;2;7,21;24889625;107;2013-06-06;1;161006313;G1;M;166.755,99;B1;;3406681;30;23;;;;RU11;1;;OF2;;409;2013-05-31;SP3;1022165602;;RON;2013-06-28;LO15;2013-09-21;16.269,96;340.009,40;118.003,64;191.797,47;346.866,73;342325.07;7.314,47;2013-09-29;SD;;;
141945;30;M;I;2013-11-05;B;2;MIN;1;2418858;GE10;500;5;C03;2013-07-08;12;;2013-10-02;1;S6;S0;;SUGARHILL-STUDIOS;CCROUP4;;;;;;1;C;EUR;;23,71;1;;;K4;;256.924,37;17.824,66;8834;ZSE2;;GEL;743;;153;;;;;8777;3.703.020,54;256.503,70;1;4,48;24889625;107;2013-06-06;1;161006313;G1;KZ;137.886,15;B1;;3406681;50;940;;;;RU11;1;;OF2;;139;2013-05-31;SP3;1021345454;;PLN;2013-06-28;LO15;2013-09-21;314.084,69;34.991,32;160.797,63;306.230,80;186.775,81;388638.96;23.863,65;2013-02-13;SD;;;
141946;10;M;I;2013-11-05;G;9;STD;1;2418164;RU11;500;17;C03;2013-07-08;10;;2013-10-02;1;S6;S0;;JEFFERSONVILLE-SERVICES;CCROUP2;;;;;;1;C;EUR;;2,04;1;;;K4;;215.858,10;23.293,35;4730;ZSE2;;GEL;743;;153;;;;;8092;3.378.777,91;67.363,67;4;7,82;10869484;107;2013-06-06;1;161006313;G1;KZ;70.602,43;B1;;3406682;10;837;;;;GB30;1;;OF2;;971;2013-05-31;SP3;1021345454;;PLN;2013-06-28;LO2;2013-09-21;300.348,44;189.635,14;280.979,70;136.061,79;72.173,45;192771.39;298.804,08;2013-11-21;SD;;;
141947;10;M;I;2013-11-05;H;3;STD;1;2418164;140;700;19;C03;2013-07-08;4;;2013-10-02;1;S6;S0;;LEXINGTON-TEXTILES;CCROUP2;106;;;;;1;H;EUR;;4,50;1;;;K4;;68.511,22;8.283,09;8543;ZSE2;;GEL;464;;153;;;;;9878;1.137.450,11;317.026,87;5;3,36;10869484;107;2013-06-06;1;114099869;G1;KZ;122.275,78;B1;;3406683;10;996;;;;BE10;1;;OF2;;209;2013-05-31;SP3;1023322508;;PLN;2013-10-02;LO2;2013-01-11;263.844,84;124.239,85;385.565,62;202.623,10;39.570,71;108416.38;198.357,46;2013-07-01;SD;;;
141947;20;M;I;2013-11-05;H;12;MIN;1;2418164;GE10;400;19;C03;2013-07-08;10;;2013-10-02;1;S6;S0;;LEXINGTON-TEXTILES;CCROUP11;;;;;;1;H;EUR;;2,39;1;;;K4;;222.721,97;21.589,78;5704;ZSIR;;GEL;805;;578;;;;;9948;805.669,74;123.893,60;1;1,26;10869484;107;2013-06-06;1;114099869;G1;KZ;294.448,94;B1;;3406683;30;165;;;;BE10;1;;OF2;;821;2013-05-31;SP8;1023322508;;PLN;2013-10-02;LO2;2013-02-27;318.034,18;266.588,81;157.599,54;239.994,66;69.408,77;8936.63;61.430,50;2013-05-19;SD;;;
141948;10;M;I;2013-11-05;B;9;TO;1;2418164;NL11;700;19;C05;2013-07-08;6;;2013-10-02;1;S6;S0;;SYLVANIA-INSURANCE;CCROUP8;;;;;;1;B;EUR;;12,45;1;;;K4;;107.476,58;39.984,73;5846;ZSIR;;GEL;805;;198;;;;;560;1.479.362,89;354.651,12;3;2,26;10869484;109;2013-06-06;1;114099869;G1;M;255.490,87;B1;;3406687;10;198;;;;BE10;1;25;OF2;;479;2013-05-31;SP8;1023322508;;PLN;2013-10-02;LO2;2013-02-27;97.344,42;353.819,51;213.623,15;19.920,39;72.882,15;75860.12;199.573,92;2013-07-03;SD;;;
141948;20;M;I;2013-11-05;B;5;TO;1;2418164;KZ10;100;19;C05;2013-07-08;1;;2013-10-02;1;S6;S0;;SYLVANIA-INSURANCE;CCROUP3;;;;;;1;B;PLN;;6,16;1;;;K4;;294.134,01;6.035,28;6655;ZLAR;;GEL;805;;198;;;;;2414;2.655.738,31;232.867,80;5;2,45;15881570;109;2013-06-06;1;114099869;G1;M;53.786,35;B1;;3406687;20;391;;;;BE10;1;25;OF2;;504;2013-05-31;SP8;1023322508;;GBP;2013-10-02;LO10;2013-07-28;330.848,35;203.663,95;220.944,67;135.419,77;175.652,83;380244.78;66.565,19;2013-09-17;SD;;;
141948;30;M;I;2013-11-05;C;11;STD;1;2418164;10;400;19;C05;2013-07-08;9;;2013-10-02;1;S6;S0;;SYLVANIA-INSURANCE;CCROUP8;;;;;;1;B;PLN;;19,34;1;;;K4;;179.246,82;33.864,67;4481;ZBX;;GEL;805;;198;;;;702;1735;2.591.971,84;316.408,38;5;8,14;15881570;102;2013-06-06;1;114099869;G1;KZ;351.708,21;B1;;3406687;40;905;;;;BE10;1;25;OF2;;444;2013-05-31;SP3;1029416792;;GBP;2013-04-21;LO10;2013-07-28;18.527,73;95.654,43;398.610,69;321.675,75;207.360,70;148472.86;316.219,31;2013-02-17;SD;;;
141948;40;M;I;2013-11-05;H;13;TO;1;2418164;SE10;300;19;C03;2013-01-01;9;;2013-10-02;1;S1;S0;;SYLVANIA-INSURANCE;CCROUP7;;;;;;1;B;PLN;;7,91;1;;;K4;;207.730,97;23.146,90;7870;ZBX;;GEL;805;;198;;;;702;3443;335.647,87;54.184,49;1;8,45;22839349;102;2013-06-06;1;114099869;G1;M;53.651,80;B1;;3406687;70;899;;;;BE10;1;25;OF9;;646;2013-05-31;SP3;1019811952;;GBP;2013-04-21;LO10;2013-08-06;235.381,46;15.404,09;89.254,54;376.727,41;378.709,87;236683.07;305.127,11;2013-11-30;SD;;;
141949;10;M;I;2013-11-05;C;5;MIN;1;2418164;RU10;700;19;C03;2013-01-01;1;;2013-02-17;1;S1;S0;;BADEN-FURNISHINGS;CCROUP5;;3;;;;1;B;PLN;;13,57;1;;;K4;;95.888,44;8.939,32;2111;ZBXR;;GEL;805;;198;;;;702;6264;352.531,79;183.527,59;5;4,58;29509395;107;2013-06-06;1;114099869;G1;M;247.502,88;B1;;3406688;10;747;;;;BE10;1;;OF9;;289;2013-05-31;SP3;1019811952;KZ;GBP;2013-04-21;LO10;2013-08-06;277.715,54;13.831,17;202.354,36;139.546,64;236.933,05;226887.18;187.935,43;2013-06-14;SD;;;
141949;20;KZ;I;2013-11-05;G;10;ST;1;2418164;RO30;700;3;C02;2013-01-01;14;;2013-02-17;1;S3;S0;;BADEN-FURNISHINGS;CCROUP2;;;RO3;;;1;C;PLN;;21,09;1;;;K4;;168.022,82;17.605,97;5579;ZBXR;;GEL;805;;198;B12;;;702;3792;1.131.309,16;158.048,48;2;6,02;29509395;109;2013-06-06;1;155807769;G1;M;178.797,68;B1;;3406688;20;439;;;;BE10;1;;OF9;;821;2013-05-31;SP3;1019811952;KZ;GBP;2013-04-21;LO10;2013-08-06;209.243,87;30.180,80;328.073,70;145.044,75;14.783,51;272328.98;246.978,87;2013-04-30;SD;;;
141949;30;KZ;I;2013-11-05;L;13;ST;1;2418164;SE10;600;13;C02;2013-01-01;12;;2013-05-05;1;S3;S0;;BADEN-FURNISHINGS;CCROUP7;;;;;;1;C;PLN;;5,83;1;;;K4;;184.816,81;26.489,16;9257;YQ05;;GEL;805;;198;;;;702;8513;381.209,62;115.705,02;4;2,12;29509395;109;2013-06-06;1;155807769;G1;M;208.862,65;B1;;3406688;40;426;;;;BE10;1;;OF9;;967;2013-05-31;SP3;1016625741;KZ;GBP;2013-04-21;LO18;2013-02-13;308.322,93;356.459,55;86.913,34;313.831,80;317.576,63;108573.31;152.596,81;2013-11-26;SD;;;
141949;40;KZ;I;2013-03-16;B;3;TO;1;2418244;10;400;13;C02;2013-01-01;6;;2013-05-05;1;S3;S0;;BADEN-FURNISHINGS;CCROUP9;;;;;;1;C;PLN;;20,20;1;;;K4;;86.623,49;7.780,51;5111;Y057;;RON;805;;603;;;;702;2158;422.675,93;371.167,96;4;2,90;29509395;101;2013-06-06;1;155807769;G1;KZ;289.855,60;B1;;3406688;50;997;;;;BE10;1;;OF9;;319;2013-02-03;SP3;1013546676;KZ;GBP;2013-04-21;LO18;2013-04-28;153.018,38;174.434,66;237.919,03;169.857,04;30.004,67;339743.32;349.453,23;2013-07-24;SD;;;
141950;10;KZ;I;2013-03-16;G;12;STD;1;2418387;RU10;100;13;C02;2013-01-01;3;;2013-05-05;1;S3;S0;;CAIRO-BAKERY;CCROUP3;;;;;;1;H;PLN;;16,83;1;;;K4;;298.125,02;1.746,23;9731;Y057;;RON;805;;603;;;;702;8018;3.446.381,60;106.576,69;9;4,89;12276823;101;2013-06-06;1;113754936;G1;KZ;130.644,74;B1;;3406689;10;152;;;;BE10;1;212;OF2;;441;2013-02-03;SP3;1013546676;;GBP;2013-04-21;LO18;2013-04-28;9.642,30;344.472,99;179.650,56;241.170,52;146.915,25;26485.18;378.283,00;2013-01-11;SD;;;
141951;10;KZ;I;2013-03-16;B;3;TO;1;2418387;PL10;500;13;C02;2013-01-01;10;;2013-05-05;1;S3;S0;;LILBURN-DEVELOPMENT;CCROUP1;;3;;;;1;H;RON;;15,59;1;;;K4;;176.533,06;2.192,19;775;Y004;;RON;805;;603;;;;702;588;1.286.168,13;14.726,51;2;1,42;12276823;101;2013-06-06;1;113754936;G1;M;55.300,15;B1;;3406690;10;521;;;;BE10;1;26;OF2;;675;2013-02-03;SP3;1013546676;M;GBP;2013-04-21;LO18;2013-04-28;158.715,83;348.243,90;287.116,32;129.327,92;124.280,98;141867.47;264.631,86;2013-02-03;SD;;;
141951;20;KZ;I;2013-09-04;B;9;ST;1;2418387;RU11;200;18;C02;2013-01-01;3;;2013-05-05;1;S3;S0;;LILBURN-DEVELOPMENT;CCROUP4;106;;;;;1;H;RON;;7,08;1;;;K4;;13.666,58;35.262,87;665;Y002;;RON;760;;603;;;;702;9377;3.643.989,70;370.683,00;6;6,54;12276823;105;2013-06-06;1;113754936;G1;M;315.975,45;B1;;3406690;20;672;;;;BE10;1;26;OF2;;612;2013-02-03;SP3;1013546676;M;GBP;2013-04-21;LO18;2013-04-28;32.460,19;222.828,86;215.508,04;187.110,44;189.194,90;32091.72;398.384,72;2013-10-01;SD;;;
141951;30;M;I;2013-09-04;C;11;M3;1;2418387;RO10;600;17;C02;2013-01-01;11;;2013-05-05;1;S3;S0;;LILBURN-DEVELOPMENT;CCROUP4;;;;;;1;H;RON;;10,67;1;;;K4;;297.495,70;25.618,07;9974;Y002;;RON;760;;549;;;;702;7587;1.640.779,93;139.883,11;6;6,72;12276823;105;2013-06-06;1;202130073;G1;M;246.961,37;B1;;3406690;30;405;;;;BE10;1;26;OF10;;735;2013-02-03;SP3;1013546676;M;KZT;2013-03-13;LO18;2013-04-28;102.555,24;56.870,40;193.048,89;320.732,09;232.665,83;292984.41;46.170,84;2013-05-16;SD;;;
141951;40;M;I;2013-09-04;C;6;ST;1;2418387;GE10;800;17;C02;2013-01-01;13;;2013-05-05;1;S3;S0;;LILBURN-DEVELOPMENT;CCROUP11;104;;;;;1;B;RON;;17,03;1;;;K4;;31.723,59;27.954,10;774;ZSAC;;RON;192;;549;;;;;7806;1.554.426,31;225.170,23;9;2,67;12276823;107;2013-06-06;1;206794180;G1;KZ;318.076,99;B1;;3406690;40;164;;;;BE10;1;26;OF10;;600;2013-02-03;SP3;1024795410;M;PLN;2013-03-13;LO18;2013-04-28;347.828,94;25.950,53;106.354,81;188.253,06;379.012,89;254146.79;364.014,94;2013-11-11;SD;;;
141951;50;M;I;2013-04-09;G;3;TO;1;2418030;NL11;600;17;C02;2013-01-01;6;;2013-05-05;1;S3;S0;;LILBURN-DEVELOPMENT;CCROUP11;;;;;;1;L;RON;;5,41;1;;;K4;;129.779,82;31.805,15;2168;ZPL1;;RON;192;;543;;;;;5568;2.803.130,08;45.885,30;2;6,65;12276823;107;2013-06-06;1;167471398;G1;M;399.165,24;B1;;3406690;50;204;;;;BE10;1;26;OF10;;285;2013-02-03;SP3;1024795410;M;PLN;2013-03-13;LO18;2013-04-28;205.249,25;96.726,61;241.336,40;143.012,86;75.753,61;372841.69;223.357,36;2013-02-15;SD;;;
141951;60;KZ;I;2013-04-09;C;11;ST;1;2418030;SE10;100;12;C02;2013-01-01;1;;2013-05-05;1;S3;S0;;LILBURN-DEVELOPMENT;CCROUP9;;;DEW;;;1;L;RON;;23,82;1;;;K4;;196.349,59;30.284,19;363;ZPL1;;RON;645;;302;;;;;3083;3.490.417,04;217.611,53;6;7,61;12276823;107;2013-06-06;1;174405520;G1;M;140.648,45;B1;;3406690;80;60;;;;BE10;1;26;OF5;;492;2013-02-03;SP3;1024795410;M;PLN;2013-04-10;LO18;2013-04-28;181.346,60;292.896,59;21.586,91;334.851,00;369.986,17;119173.16;51.896,96;2013-11-30;SD;;;
141951;70;M;I;2013-04-09;L;11;TO;1;2418030;140;600;12;C01;2013-01-01;11;;2013-05-05;1;S1;S0;;LILBURN-DEVELOPMENT;CCROUP11;;;;;;1;L;RON;;18,90;1;;;K4;;261.665,76;2.888,45;6698;ZPL1;;SEK;645;;815;;;;;3047;658.611,41;113.647,92;1;9,02;12276823;107;2013-06-06;1;176366077;G1;M;353.843,91;B1;;3406690;90;35;;;;BE10;1;26;OF5;;761;2013-03-08;SP3;1016719024;M;PLN;2013-01-26;LO18;2013-07-29;54.930,70;313.863,69;325.319,19;253.661,19;97.638,94;204067.56;262.384,11;2013-09-03;SD;;;
141952;10;M;I;2013-04-09;B;13;MIN;1;2418894;RU10;400;2;C01;2013-01-01;7;;2013-05-05;1;S1;S0;;AILEY-SERVICES;CCROUP8;104;;;;;1;L;UAH;;10,75;1;;;K4;;115.656,43;17.822,53;2037;ZBX;;SEK;645;;815;;;;;4151;1.108.488,42;351.021,36;6;8,50;12276823;107;2013-06-06;1;176366077;G1;M;211.546,32;B1;;3406692;10;379;;;;BE10;1;;OF5;;702;2013-09-01;SP3;1016719024;;PLN;2013-05-23;LO18;2013-07-29;245.497,49;396.443,24;188.417,36;205.603,35;556,67;364140.22;43.400,83;2013-09-16;SD;;;
141952;20;M;I;2013-04-09;B;5;MIN;1;2418894;GB10;500;15;C01;2013-04-12;6;;2013-05-05;1;S1;S0;;AILEY-SERVICES;CCROUP1;;;;;;1;L;UAH;;19,01;1;;;K4;;38.737,09;20.354,71;3213;ZWES;;KZT;645;;681;;;;;125;1.019.145,32;271.473,29;1;1,69;12276823;107;2013-06-06;1;176366077;G1;M;100.008,75;B1;;3406692;20;884;;;;BE10;1;;OF5;;783;2013-09-01;SP6;1016719024;;PLN;2013-11-01;LO14;2013-07-29;195.514,86;375.822,18;61.899,95;285.450,51;389.272,37;139418.36;79.465,61;2013-07-01;SD;;;
141952;30;M;I;2013-04-09;B;8;ST;1;2418981;RO10;500;15;C01;2013-04-12;13;;2013-05-05;1;S1;S0;;AILEY-SERVICES;CCROUP3;;;;;;1;L;UAH;;9,87;1;;;K4;;101.844,38;18.803,96;6755;ZLHA;;KZT;645;;440;;;;;7140;3.158.857,18;124.676,03;1;2,23;12276823;107;2013-06-06;1;176366077;G1;M;123.451,76;B1;;3406692;30;721;;;;BE10;1;;OF9;;562;2013-09-01;SP6;1016719024;;PLN;2013-06-22;LO14;2013-07-29;148.580,40;383.763,78;287.309,43;56.870,31;137.281,12;399768.79;140.268,49;2013-05-22;SD;;;
141952;40;M;I;2013-01-26;L;4;MIN;1;2418981;SE10;300;15;C01;2013-04-12;12;;2013-05-05;1;S1;S0;;AILEY-SERVICES;CCROUP4;104;;;;;1;B;UAH;;20,88;1;;;K4;;209.043,81;36.580,99;9127;ZLHA;;KZT;645;;440;;;;;6888;3.696.624,25;235.693,44;8;8,90;12276823;107;2013-06-06;1;116155782;G1;M;320.763,46;B1;;3406692;40;161;;;;BE10;1;;OF9;;682;2013-03-02;SP6;1016719024;;RON;2013-06-22;LO14;2013-07-29;263.588,63;269.382,65;219.679,37;194.237,02;37.207,06;98979.54;275.986,59;2013-05-09;SD;;;
141952;50;M;I;2013-01-26;B;1;ST;1;2418101;GE10;400;15;C01;2013-04-12;8;;2013-05-05;1;S1;S0;;AILEY-SERVICES;CCROUP7;;;;;;1;B;UAH;;20,50;1;;;K4;;94.874,80;20.822,92;3144;ZPL1;;GBP;645;;872;;;BDB;;7141;2.885.122,98;108.536,58;5;4,32;26671034;107;2013-06-06;1;116155782;G1;M;110.428,46;B1;;3406692;50;317;;;;BE10;1;;OF9;;776;2013-03-02;SP6;1024550895;;RON;2013-06-22;LO14;2013-07-29;320.991,31;332.262,72;39.051,77;372.048,52;123.992,59;220755.4;141.394,76;2013-06-03;SD;;;
141952;60;M;I;2013-05-13;B;7;M3;1;2418843;GB10;100;15;C01;2013-04-12;12;;2013-05-05;1;S1;S0;;AILEY-SERVICES;CCROUP1;;;;;;1;B;UAH;;23,03;1;;;K4;;148.479,19;37.099,96;6542;ZSAC;;UAH;303;;872;;;BDB;;8760;1.039.561,72;384.012,16;7;7,08;26060324;107;2013-06-06;1;116155782;G1;M;130.420,50;B1;;3406692;60;510;;;;BE10;1;;OF9;;779;2013-03-02;SP3;1010776429;;RON;2013-06-22;LO14;2013-07-29;185.847,25;264.469,85;51.786,26;25.190,60;370.338,48;232256.43;813,22;2013-06-10;SD;;;
141952;70;M;I;2013-05-21;B;13;M3;1;2418843;140;500;15;C01;2013-04-12;5;;2013-05-05;1;S1;S0;;AILEY-SERVICES;CCROUP7;;;;;;1;B;UAH;;10,44;1;;;K4;;255.374,74;5.555,44;9662;ZLAR;;UAH;303;;872;;;;;5001;334.861,00;343.243,86;9;3,80;25321048;107;2013-06-06;1;140742706;G1;M;15.314,44;B1;;3406692;70;381;;;;BE10;1;;OF9;;226;2013-03-02;SP3;1010776429;;RON;2013-06-22;LO14;2013-07-29;153.326,58;304.766,01;350.539,35;28.919,60;183.151,22;141320.74;359.660,88;2013-05-01;SD;;;
141952;80;M;I;2013-05-21;C;6;ST;1;2418744;UA10;700;17;C05;2013-04-12;6;;2013-05-05;1;S1;S0;;AILEY-SERVICES;CCROUP4;;;DEW;;;1;B;UAH;;13,32;1;;;K4;;285.854,79;15.504,66;3343;ZGB1;;UAH;187;;796;;;;;1242;3.051.105,36;396.397,31;6;9,10;25321048;107;2013-02-06;1;140742706;G1;M;37.748,72;B1;;3406692;80;205;;;;BE10;1;;OF9;;878;2013-03-02;SP3;1010776429;;RON;2013-06-22;LO14;2013-07-29;311.919,40;103.986,10;291.881,98;360.633,09;255.531,50;282166.17;2.565,37;2013-07-08;SD;;;
141953;10;M;I;2013-05-21;C;7;TO;1;2418744;GE10;400;11;C05;2013-04-12;12;;2013-05-05;1;S1;S0;;CLYATTEVILLE-ENGINEERING;CCROUP1;;;;;;1;B;UAH;;21,31;1;;;K4;;233.827,40;12.996,22;3014;ZSAC;;UAH;171;;169;;;;;6482;3.701.273,54;348.381,43;2;4,98;25647272;107;2013-02-06;1;195563906;G1;M;340.169,18;B1;;3406693;10;402;;;;BE10;1;;OF9;;396;2013-03-02;SP13;1024203386;;RON;2013-06-22;LO14;2013-07-29;293.327,31;205.119,29;288.963,78;397.070,38;189.767,36;248362.07;353.459,26;2013-09-25;SD;;;
141954;10;KZ;I;2013-05-21;G;13;M3;1;2418744;GB10;300;11;C05;2013-04-12;9;;2013-05-05;1;S1;S0;;ROME-CAFE;CCROUP6;;;;;;1;B;UAH;;23,79;1;;;K4;;138.807,86;37.603,27;3272;ZLAR;;UAH;171;;800;;;;;4667;2.444.992,21;377.875,80;9;9,28;23560162;103;2013-02-06;1;195563906;G1;M;301.628,80;B1;;3406694;20;231;;;;RU10;1;;OF9;;380;2013-03-02;SP13;1022288284;KZ;RON;2013-06-22;LO14;2013-07-29;18.878,96;179.575,12;333.817,86;112.380,43;253.545,90;132361.37;176.578,66;2013-10-31;SD;;;
